118	108	97	87	80	73	56	47	41	37	34	32	30	28	27	26	25	24	23	22	22	21	21	20
121	112	101	92	84	77	58	49	43	38	35	33	31	29	28	27	26	25	24	23	22	22	21	21
124	115	106	96	88	81	61	51	44	40	37	34	32	30	29	28	26	25	25	24	23	22	22	21
126	118	110	101	93	86	64	53	46	42	38	35	33	31	30	28	27	26	25	25	24	23	23	22
129	121	113	105	97	90	67	55	48	43	40	37	34	33	31	30	28	27	26	25	25	24	23	23
131	124	117	109	101	94	70	58	50	45	41	38	36	34	32	31	29	28	27	26	26	25	24	24
133	127	120	113	105	99	74	61	53	47	43	40	37	35	33	32	31	29	28	27	27	26	25	24
135	130	123	116	109	103	78	64	55	49	45	42	39	37	35	33	32	31	30	29	28	27	26	25
138	132	126	120	113	107	82	67	58	52	47	44	41	38	36	35	33	32	31	30	29	28	27	27
140	135	129	123	117	111	86	71	61	55	50	46	43	40	38	36	35	33	32	31	30	29	28	28
142	137	132	126	121	115	91	75	65	58	52	48	45	42	40	38	37	35	34	33	32	31	30	29
144	139	134	129	124	119	95	79	68	61	55	51	48	45	42	40	39	37	36	34	33	32	31	31
146	142	137	132	127	122	100	84	73	65	59	54	50	47	45	43	41	39	38	36	35	34	33	32
148	144	140	135	131	126	105	88	77	69	62	58	54	50	48	45	43	42	40	39	37	36	35	34
150	146	142	138	134	130	110	94	82	73	67	62	57	54	51	49	46	44	43	41	40	39	38	36
152	149	145	141	138	134	115	99	87	78	71	66	62	58	55	52	50	48	46	44	43	41	40	39
154	151	148	145	141	137	120	105	93	84	77	71	66	62	59	56	54	52	50	48	46	45	44	42
156	154	151	148	145	141	125	111	100	90	83	77	72	68	64	61	59	56	54	52	51	49	48	46
159	156	154	151	148	145	131	118	107	98	90	84	79	75	71	68	65	62	60	58	56	54	53	51
161	159	157	155	152	150	137	125	115	106	99	93	87	83	79	75	72	69	67	65	63	61	59	58
164	162	160	158	156	154	143	133	124	116	109	103	98	93	89	85	82	79	76	74	72	70	68	66
168	166	165	163	161	159	151	142	135	128	122	116	111	107	103	99	96	93	90	88	85	83	81	79
172	171	170	168	167	166	160	154	149	144	139	135	131	127	124	121	118	115	112	110	107	105	103	101
180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180
